GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
93517	6.59e-04	4.24e-05	0.1528	-4.0941141	-0.6254032	284.82	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1
107985334	6.63e-04	4.27e-05	0.2149	-4.0925596	-0.8796083	16.08	LOC107985334	uncharacterized LOC107985334
10207	6.65e-04	4.29e-05	0.1051	-4.091516	-0.4299199	821.35	PATJ	PATJ crumbs cell polarity complex component
102723539	6.65e-04	4.29e-05	0.115	-4.0914077	-0.4704946	129.4	LOC102723539	
51218	6.65e-04	4.29e-05	0.2592	4.0913196	1.0603076	2609.1	GLRX5	glutaredoxin 5
643008	6.68e-04	4.32e-05	0.2083	4.0896389	0.851892	401.96	SMIM5	small integral membrane protein 5
200316	6.68e-04	4.32e-05	0.0787	4.0897243	0.321757	2164.46	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
25911	6.69e-04	4.33e-05	0.2001	4.0891419	0.8180799	135.34	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
108783645	6.71e-04	4.34e-05	0.1578	4.0883361	0.6450562	65.12	HFE-AS1	HFE antisense RNA 1
101927552	6.72e-04	4.36e-05	0.139	-4.087415	-0.5680316	80.44	LOC101927552	uncharacterized LOC101927552
60385	6.72e-04	4.36e-05	0.2584	4.0875291	1.0562893	56.27	TSKS	testis specific serine kinase substrate
79680	6.72e-04	4.36e-05	0.0533	-4.0873184	-0.21803	957.56	RTL10	retrotransposon Gag like 10
4068	6.73e-04	4.37e-05	0.1278	4.0870676	0.5223491	1500.56	SH2D1A	SH2 domain containing 1A
9860	6.75e-04	4.39e-05	0.0676	-4.085702	-0.2761052	989.93	LRIG2	leucine rich repeats and immunoglobulin like domains 2
114792	6.75e-04	4.40e-05	0.0993	-4.0856235	-0.4057503	90.66	KLHL32	kelch like family member 32
57605	6.75e-04	4.39e-05	0.0989	-4.0857018	-0.4038775	1065.17	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
283624	6.80e-04	4.43e-05	0.1004	-4.0838259	-0.409814	590.4	LINC00641	long intergenic non-protein coding RNA 641
84078	6.80e-04	4.44e-05	0.1071	-4.0834474	-0.437459	908.67	KBTBD7	kelch repeat and BTB domain containing 7
121793	6.87e-04	4.48e-05	0.1524	-4.0810033	-0.6221204	16.37	TEX29	testis expressed 29
117156	6.88e-04	4.49e-05	0.4414	4.0806269	1.8011933	22.15	SCGB3A2	secretoglobin family 3A member 2
3782	6.88e-04	4.50e-05	0.2562	4.0799527	1.0452973	12.82	KCNN3	potassium calcium-activated channel subfamily N member 3
9451	6.88e-04	4.50e-05	0.0695	-4.0800751	-0.2834647	672.27	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3
169981	6.88e-04	4.50e-05	0.1045	-4.0801861	-0.4265333	430.24	SPIN3	spindlin family member 3
9477	6.90e-04	4.52e-05	0.0562	4.0790606	0.2291092	436.36	MED20	mediator complex subunit 20
51327	6.90e-04	4.52e-05	0.426	4.0791972	1.7378949	1614.19	AHSP	alpha hemoglobin stabilizing protein
550643	6.90e-04	4.53e-05	0.0687	4.0788223	0.2803536	603.33	NBDY	negative regulator of P-body association
4952	6.97e-04	4.58e-05	0.0839	-4.076048	-0.3420125	269.65	OCRL	OCRL inositol polyphosphate-5-phosphatase
101927482	7.04e-04	4.63e-05	0.1979	4.0735938	0.8062983	87.47	HECW2-AS1	HECW2 antisense RNA 1
515	7.05e-04	4.63e-05	0.0882	4.0733223	0.3592872	3599.59	ATP5PB	ATP synthase peripheral stalk-membrane subunit b
11325	7.05e-04	4.65e-05	0.0423	-4.0727221	-0.1722072	3265.84	DDX42	DEAD-box helicase 42
64857	7.05e-04	4.65e-05	0.0831	-4.0727653	-0.3385783	907.02	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
117144	7.07e-04	4.66e-05	0.1318	4.0720349	0.5365527	162.36	CATSPER1	cation channel sperm associated 1
10632	7.12e-04	4.70e-05	0.1372	4.0699889	0.5584551	2253.37	ATP5MG	ATP synthase membrane subunit g
79656	7.16e-04	4.73e-05	0.1798	-4.068567	-0.7317158	82.58	BEND5	BEN domain containing 5
83733	7.16e-04	4.73e-05	0.0989	4.0686259	0.4023275	177.31	SLC25A18	solute carrier family 25 member 18
6546	7.17e-04	4.75e-05	0.129	-4.0676964	-0.5247283	911.75	SLC8A1	solute carrier family 8 member A1
2852	7.17e-04	4.75e-05	0.2273	4.067665	0.9245676	80.88	GPER1	G protein-coupled estrogen receptor 1
100287497	7.20e-04	4.78e-05	0.1203	-4.0661282	-0.4890282	252.17	SEPTIN7P13	septin 7 pseudogene 13
7873	7.20e-04	4.78e-05	0.1055	4.0662087	0.4288325	805.6	MANF	mesencephalic astrocyte derived neurotrophic factor
107985014	7.20e-04	4.78e-05	0.1952	-4.0663424	-0.7936027	43.01	LOC107985014	uncharacterized LOC107985014
5799	7.21e-04	4.79e-05	0.1925	4.0656398	0.7826705	733.16	PTPRN2	protein tyrosine phosphatase receptor type N2
79081	7.29e-04	4.85e-05	0.0759	4.0628551	0.308448	720.32	LBHD1	LBH domain containing 1
64718	7.29e-04	4.85e-05	0.0509	-4.0626646	-0.2067993	2360.42	UNKL	unk like zinc finger
64598	7.31e-04	4.86e-05	0.0783	4.0621103	0.3178938	543	MOSPD3	motile sperm domain containing 3
10755	7.31e-04	4.87e-05	0.0841	4.0616351	0.3415211	1091.07	GIPC1	GIPC PDZ domain containing family member 1
344558	7.32e-04	4.88e-05	0.1829	-4.061229	-0.7429934	318.22	SH3RF3	SH3 domain containing ring finger 3
650	7.32e-04	4.89e-05	0.2628	4.0609421	1.0672499	23.82	BMP2	bone morphogenetic protein 2
105376095	7.33e-04	4.90e-05	0.18	-4.0603634	-0.7306848	47.18	LOC105376095	uncharacterized LOC105376095
51098	7.33e-04	4.90e-05	0.0756	4.0602902	0.3071033	519.2	IFT52	intraflagellar transport 52
79906	7.36e-04	4.92e-05	0.0927	-4.0592511	-0.3763625	151.96	MORN1	MORN repeat containing 1
100996385	7.36e-04	4.93e-05	0.2976	-4.0589761	-1.2079494	48.3	LOC100996385	uncharacterized LOC100996385
1775	7.38e-04	4.94e-05	0.1263	4.0582162	0.5124942	142.65	DNASE1L2	deoxyribonuclease 1 like 2
83857	7.38e-04	4.95e-05	0.3498	-4.0579704	-1.4196574	203.32	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1
11007	7.51e-04	5.04e-05	0.0925	4.0537972	0.3749541	2239	CCDC85B	coiled-coil domain containing 85B
5150	7.62e-04	5.11e-05	0.0806	-4.0503463	-0.3264581	5236.03	PDE7A	phosphodiesterase 7A
10539	7.67e-04	5.15e-05	0.0764	4.0485526	0.3093584	879.91	GLRX3	glutaredoxin 3
5688	7.67e-04	5.16e-05	0.0771	4.0483216	0.3121741	4545.42	PSMA7	proteasome 20S subunit alpha 7
105372217	7.70e-04	5.18e-05	0.1483	-4.0473807	-0.6002219	56.04	LOC105372217	uncharacterized LOC105372217
56246	7.72e-04	5.20e-05	0.086	4.0465164	0.3479461	63.51	MRAP	melanocortin 2 receptor accessory protein
51310	7.75e-04	5.22e-05	0.1774	-4.0455011	-0.7176908	166.64	SLC22A17	solute carrier family 22 member 17
286257	7.76e-04	5.24e-05	0.0936	4.0447744	0.3787471	1873.58	PAXX	PAXX non-homologous end joining factor
4702	7.78e-04	5.25e-05	0.0977	4.0441251	0.3951326	467.4	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
6385	7.78e-04	5.25e-05	0.1735	4.0440734	0.7017296	94.67	SDC4	syndecan 4
1212	7.78e-04	5.26e-05	0.1186	4.043813	0.4794635	2461.36	CLTB	clathrin light chain B
400966	7.78e-04	5.27e-05	0.2422	-4.0435319	-0.9794458	493.98	RGPD1	RANBP2 like and GRIP domain containing 1
54470	7.79e-04	5.28e-05	0.0664	4.0430602	0.2686004	590.07	ARMCX6	armadillo repeat containing X-linked 6
9424	7.79e-04	5.28e-05	0.0728	4.0428712	0.294513	2199.8	KCNK6	potassium two pore domain channel subfamily K member 6
100533975	7.82e-04	5.30e-05	0.1715	4.0418653	0.6932145	2249.48	SLMO2-ATP5E	SLMO2-ATP5E readthrough
116966	7.85e-04	5.33e-05	0.18	-4.0408606	-0.7274745	35.48	WDR17	WD repeat domain 17
25996	7.87e-04	5.35e-05	0.1241	4.0399426	0.5012609	641.61	REXO2	RNA exonuclease 2
25992	7.95e-04	5.41e-05	0.0972	-4.0369605	-0.3922486	895.56	SNED1	sushi, nidogen and EGF like domains 1
5079	7.95e-04	5.42e-05	0.2412	-4.0369367	-0.9736566	903.45	PAX5	paired box 5
161291	7.95e-04	5.41e-05	0.1213	-4.0372782	-0.4897798	84.95	TMEM30B	transmembrane protein 30B
2990	7.96e-04	5.43e-05	0.0618	4.0364904	0.249601	1817.38	GUSB	glucuronidase beta
27335	7.96e-04	5.42e-05	0.0649	4.0366074	0.2621397	5358.45	EIF3K	eukaryotic translation initiation factor 3 subunit K
64080	7.96e-04	5.44e-05	0.0979	4.0359614	0.3952124	48.24	RBKS	ribokinase
151306	7.96e-04	5.44e-05	0.1409	4.0360499	0.5687782	1163.76	GPBAR1	G protein-coupled bile acid receptor 1
51647	7.97e-04	5.45e-05	0.0894	4.0354657	0.3609431	966.42	CIAO2B	cytosolic iron-sulfur assembly component 2B
653784	7.98e-04	5.46e-05	0.1139	4.035078	0.4595339	1280.93	MZT2A	mitotic spindle organizing protein 2A
1465	8.00e-04	5.48e-05	0.0763	4.0342961	0.3078026	1957.47	CSRP1	cysteine and glycine rich protein 1
107987374	8.00e-04	5.48e-05	0.2773	-4.0340501	-1.1186516	14.48	LOC107987374	replaced by ID 100133545
8660	8.01e-04	5.49e-05	0.1689	-4.0337818	-0.6811343	2177.24	IRS2	insulin receptor substrate 2
149951	8.01e-04	5.50e-05	0.064	4.0334512	0.2583335	1391.36	COMMD7	COMM domain containing 7
100526771	8.02e-04	5.51e-05	0.0731	4.0330015	0.2947949	3821.3	SMIM35	small integral membrane protein 35
10666	8.02e-04	5.51e-05	0.1081	4.0327718	0.43599	2771.95	CD226	CD226 molecule
25839	8.03e-04	5.52e-05	0.048	4.0322981	0.1935667	2023	COG4	component of oligomeric golgi complex 4
102724382	8.04e-04	5.54e-05	0.1537	-4.0314316	-0.6194491	25.65	LOC102724382	uncharacterized LOC102724382
105373557	8.04e-04	5.54e-05	0.2196	4.0314839	0.8851423	13.4	SOCAR	serous ovarian cancer associated RNA
51264	8.04e-04	5.54e-05	0.1226	4.0316324	0.4942323	356.22	MRPL27	mitochondrial ribosomal protein L27
114825	8.04e-04	5.55e-05	0.0354	-4.031243	-0.1428836	1400.05	PWWP2A	PWWP domain containing 2A
104968399	8.11e-04	5.60e-05	0.0957	4.0291844	0.385548	4890.99	MYL12-AS1	MYL12A and MYL12B antisense RNA 1
5335	8.11e-04	5.60e-05	0.0719	-4.028922	-0.2898298	4871.08	PLCG1	phospholipase C gamma 1
107984225	8.11e-04	5.62e-05	0.2441	4.0283509	0.9833307	135.33	LOC107984225	uncharacterized LOC107984225
107984026	8.11e-04	5.61e-05	0.1016	-4.0286656	-0.4092721	316.35	LOC107984026	replaced by ID 728005
23251	8.11e-04	5.61e-05	0.1881	-4.0285216	-0.7578041	52.7	MINAR1	membrane integral NOTCH2 associated receptor 1
7476	8.14e-04	5.64e-05	0.1512	-4.0275293	-0.60901	123.2	WNT7A	Wnt family member 7A
80762	8.15e-04	5.65e-05	0.0504	-4.0268727	-0.2028012	5345.4	NDFIP1	Nedd4 family interacting protein 1
10637	8.17e-04	5.67e-05	0.2256	4.0262453	0.9081228	42.38	LEFTY1	left-right determination factor 1
9957	8.18e-04	5.68e-05	0.2133	-4.0257164	-0.858533	95.08	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
114899	8.18e-04	5.69e-05	0.0972	-4.0253675	-0.3913723	166.08	C1QTNF3	C1q and TNF related 3
54732	8.18e-04	5.69e-05	0.0544	4.0253633	0.2191781	3291.32	TMED9	transmembrane p24 trafficking protein 9
140685	8.20e-04	5.71e-05	0.0792	4.0245716	0.3185773	321.17	ZBTB46	zinc finger and BTB domain containing 46
101928988	8.20e-04	5.71e-05	0.148	-4.0243114	-0.5955133	124.38	LOC101928988	uncharacterized LOC101928988
23112	8.26e-04	5.76e-05	0.0759	-4.0224793	-0.3053048	3643.12	TNRC6B	trinucleotide repeat containing adaptor 6B
22955	8.30e-04	5.79e-05	0.0508	-4.0212025	-0.2043518	464.49	SCMH1	Scm polycomb group protein homolog 1
407025	8.31e-04	5.81e-05	0.1415	-4.0205564	-0.5690656	49.43	MIR29B2	microRNA 29b-2
51643	8.31e-04	5.81e-05	0.103	4.0204705	0.4142062	4723.63	TMBIM4	transmembrane BAX inhibitor motif containing 4
94274	8.34e-04	5.83e-05	0.1988	4.0195742	0.799106	121.29	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
967	8.43e-04	5.90e-05	0.1195	4.0169716	0.4801565	6577.52	CD63	CD63 molecule
112268097	8.45e-04	5.91e-05	0.2056	4.0162108	0.8256826	878.78	MYG1-AS1	MYG1 antisense RNA 1
7993	8.51e-04	5.97e-05	0.1089	4.0141728	0.4370494	154.41	UBXN8	UBX domain protein 8
11161	8.52e-04	5.97e-05	0.062	4.0139389	0.2487204	554.22	ERG28	ergosterol biosynthesis 28 homolog
643834	8.53e-04	5.99e-05	0.3288	4.0132282	1.3194104	37.24	PGA3	pepsinogen A3
55839	8.53e-04	5.99e-05	0.0866	4.0131506	0.3476393	186.69	CENPN	centromere protein N
3572	8.54e-04	6.00e-05	0.1375	-4.0128473	-0.5516675	4665.5	IL6ST	interleukin 6 cytokine family signal transducer
6253	8.59e-04	6.04e-05	0.1738	4.0112212	0.6969865	463.91	RTN2	reticulon 2
7385	8.63e-04	6.07e-05	0.0515	4.0099919	0.2067003	3165.82	UQCRC2	ubiquinol-cytochrome c reductase core protein 2
105375433	8.63e-04	6.08e-05	0.1376	-4.0097994	-0.5516891	113.67	LOC105375433	uncharacterized LOC105375433
89790	8.64e-04	6.09e-05	0.1588	-4.0093859	-0.6368425	4374.21	SIGLEC10	sialic acid binding Ig like lectin 10
23370	8.70e-04	6.14e-05	0.0733	-4.0074446	-0.2938541	10359.43	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
84987	8.73e-04	6.17e-05	0.1136	4.0062529	0.4549429	463.5	COX14	cytochrome c oxidase assembly factor COX14
105376731	8.73e-04	6.17e-05	0.1772	-4.0063436	-0.7098797	43.9	LOC105376731	taste receptor cell protein 1-like
51258	8.78e-04	6.20e-05	0.1286	4.0049036	0.5151895	776.48	MRPL51	mitochondrial ribosomal protein L51
100527950	8.80e-04	6.23e-05	0.0635	4.0041133	0.2541768	658.8	GJA9-MYCBP	GJA9-MYCBP readthrough
284422	8.87e-04	6.28e-05	0.3395	4.0021486	1.3585479	302.31	SMIM24	small integral membrane protein 24
101060400	8.88e-04	6.29e-05	0.4435	4.0017137	1.7747249	28.48	LOC101060400	translation initiation factor IF-2
55856	8.89e-04	6.30e-05	0.0477	4.001104	0.1906552	1060.99	ACOT13	acyl-CoA thioesterase 13
3386	8.94e-04	6.34e-05	0.2184	3.9997357	0.8735674	213.84	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
105376289	8.97e-04	6.37e-05	0.2549	-3.9985736	-1.0192775	19.91	LOC105376289	uncharacterized LOC105376289
107984016	9.03e-04	6.42e-05	0.1554	-3.9968413	-0.6209637	33	LOC107984016	uncharacterized LOC107984016
3430	9.04e-04	6.43e-05	0.1111	3.9965339	0.4439278	1686.82	IFI35	interferon induced protein 35
30819	9.05e-04	6.44e-05	0.1198	-3.9961156	-0.4786358	113.94	KCNIP2	potassium voltage-gated channel interacting protein 2
55192	9.05e-04	6.44e-05	0.058	3.9959234	0.2317046	790.78	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17
5701	9.10e-04	6.48e-05	0.1029	3.9944357	0.4111157	1406.58	PSMC2	proteasome 26S subunit, ATPase 2
101928163	9.12e-04	6.50e-05	0.259	3.9938054	1.0342945	29.3	LOC101928163	uncharacterized LOC101928163
100507387	9.13e-04	6.52e-05	0.3295	-3.9931432	-1.3157177	75.86	LOC100507387	replaced by ID 202134
8694	9.13e-04	6.52e-05	0.0872	3.9932416	0.3482903	3125.6	DGAT1	diacylglycerol O-acyltransferase 1
7048	9.18e-04	6.56e-05	0.0714	-3.9917155	-0.2848169	12783.37	TGFBR2	transforming growth factor beta receptor 2
2321	9.24e-04	6.61e-05	0.2003	3.9898888	0.7992299	88.6	FLT1	fms related receptor tyrosine kinase 1
729857	9.25e-04	6.63e-05	0.272	-3.9892926	-1.0849128	482.38	RGPD2	RANBP2 like and GRIP domain containing 2
10230	9.25e-04	6.63e-05	0.0776	-3.9892092	-0.309491	354	NBR2	neighbor of BRCA1 lncRNA 2
6035	9.29e-04	6.66e-05	0.3865	3.9881083	1.5413145	32.82	RNASE1	ribonuclease A family member 1, pancreatic
1340	9.29e-04	6.67e-05	0.1304	3.9878568	0.5201023	2807.13	COX6B1	cytochrome c oxidase subunit 6B1
105371498	9.36e-04	6.72e-05	0.369	-3.9859527	-1.4706584	18.81	LOC105371498	uncharacterized LOC105371498
388886	9.36e-04	6.72e-05	0.1681	3.9859381	0.6698548	62.51	LRRC75B	leucine rich repeat containing 75B
1894	9.38e-04	6.74e-05	0.0983	3.9852457	0.3915834	213.69	ECT2	epithelial cell transforming 2
3145	9.38e-04	6.75e-05	0.1892	3.9850937	0.7541755	752.09	HMBS	hydroxymethylbilane synthase
10899	9.40e-04	6.77e-05	0.0728	3.9843316	0.2900818	5380.21	JTB	jumping translocation breakpoint
26046	9.40e-04	6.77e-05	0.1016	3.9840932	0.4046909	2035.18	LTN1	listerin E3 ubiquitin protein ligase 1
654364	9.43e-04	6.80e-05	0.1094	3.9833144	0.4358869	1673.2	NME1-NME2	NME1-NME2 readthrough
8337	9.43e-04	6.81e-05	0.2139	3.9827679	0.8519799	1149.19	H2AC18	H2A clustered histone 18
27089	9.43e-04	6.81e-05	0.1589	3.9826914	0.6329135	507.52	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
101927897	9.43e-04	6.81e-05	0.0977	-3.9827401	-0.389173	186.58	LOC101927897	uncharacterized LOC101927897
107986086	9.46e-04	6.84e-05	0.0929	3.9817921	0.369834	56.86	LOC107986086	uncharacterized LOC107986086
29934	9.48e-04	6.86e-05	0.0446	3.9810235	0.177435	1205.21	SNX12	sorting nexin 12
26024	9.50e-04	6.88e-05	0.0511	3.9804185	0.2033684	583.17	PTCD1	pentatricopeptide repeat domain 1
3750	9.52e-04	6.90e-05	0.1129	3.9798451	0.4492054	154.95	KCND1	potassium voltage-gated channel subfamily D member 1
112268261	9.52e-04	6.91e-05	0.2713	-3.9794424	-1.0795295	266.83	LOC112268261	uncharacterized LOC112268261
54954	9.52e-04	6.91e-05	0.0701	-3.9793518	-0.2788244	256.85	FAM120C	family with sequence similarity 120C
105377137	9.53e-04	6.92e-05	0.1741	3.9790051	0.6927242	32.1	LNCSIK1	uncharacterized LOC105377137
57685	9.53e-04	6.93e-05	0.2842	-3.9788323	-1.1307865	56.29	CACHD1	cache domain containing 1
6388	9.56e-04	6.95e-05	0.0879	3.9778728	0.349519	1483.93	SDF2	stromal cell derived factor 2
107986455	9.56e-04	6.96e-05	0.1686	-3.9776817	-0.6707156	29.14	LOC107986455	uncharacterized LOC107986455
206412	9.58e-04	6.98e-05	0.1296	-3.9770221	-0.5155163	52.81	C6orf163	chromosome 6 open reading frame 163
728656	9.58e-04	6.98e-05	0.1712	-3.9769558	-0.6808377	15.52	DMRTC1B	DMRT like family C1B
91283	9.61e-04	7.01e-05	0.1007	3.9760523	0.4004263	210.71	MSANTD3	Myb/SANT DNA binding domain containing 3
64395	9.61e-04	7.02e-05	0.0511	-3.9756474	-0.2031169	1759.69	GMCL1	germ cell-less 1, spermatogenesis associated
5270	9.61e-04	7.02e-05	0.2017	-3.9755579	-0.8019102	65.91	SERPINE2	serpin family E member 2
283643	9.61e-04	7.02e-05	0.0639	3.9754924	0.2540995	492.64	TEDC1	tubulin epsilon and delta complex 1
10129	9.62e-04	7.04e-05	0.1085	-3.9749878	-0.4314454	2281.78	FRY	FRY microtubule binding protein
4016	9.62e-04	7.04e-05	0.1343	3.9750648	0.5337636	80.35	LOXL1	lysyl oxidase like 1
23774	9.63e-04	7.05e-05	0.0462	-3.9744486	-0.183771	2859.39	BRD1	bromodomain containing 1
22936	9.64e-04	7.07e-05	0.0814	3.9738072	0.3235626	757.92	ELL2	elongation factor for RNA polymerase II 2
57492	9.64e-04	7.07e-05	0.0677	-3.9738101	-0.2689994	2081.42	ARID1B	AT-rich interaction domain 1B
6048	9.66e-04	7.09e-05	0.0858	3.973235	0.3408834	1529.32	RNF5	ring finger protein 5
84976	9.66e-04	7.10e-05	0.0781	-3.9728397	-0.3102055	116.83	DISP1	dispatched RND transporter family member 1
84274	9.66e-04	7.10e-05	0.1269	3.9727936	0.5043092	1121.68	COQ5	coenzyme Q5, methyltransferase
10045	9.66e-04	7.11e-05	0.0727	-3.9725888	-0.2886187	786.71	SH2D3A	SH2 domain containing 3A
200879	9.66e-04	7.11e-05	0.2841	3.9724138	1.1283712	21.96	LIPH	lipase H
7508	9.69e-04	7.14e-05	0.0746	-3.971547	-0.2964334	3349.55	XPC	XPC complex subunit, DNA damage recognition and repair factor
55205	9.69e-04	7.14e-05	0.1053	-3.9715959	-0.4183255	330.99	ZNF532	zinc finger protein 532
102465454	9.69e-04	7.16e-05	0.1328	-3.9708032	-0.5271304	32.26	MIR6758	microRNA 6758
79641	9.69e-04	7.16e-05	0.1455	3.9709213	0.5775765	2073.24	ROGDI	rogdi atypical leucine zipper
8625	9.69e-04	7.17e-05	0.0979	3.9707289	0.3889099	1483.49	RFXANK	regulatory factor X associated ankyrin containing protein
7757	9.69e-04	7.16e-05	0.3428	-3.9709916	-1.3613378	49.54	ZNF208	zinc finger protein 208
4293	9.71e-04	7.18e-05	0.1011	-3.970237	-0.4014838	231.27	MAP3K9	mitogen-activated protein kinase kinase kinase 9
100129726	9.73e-04	7.22e-05	0.1034	-3.9689876	-0.4104014	102.3	LINC01126	long intergenic non-protein coding RNA 1126
4646	9.73e-04	7.21e-05	0.2023	3.9691096	0.8028743	233.61	MYO6	myosin VI
400499	9.73e-04	7.21e-05	0.1747	-3.9691054	-0.6935721	2770.1	LOC400499	putative uncharacterized protein LOC400499
1534	9.73e-04	7.20e-05	0.1006	3.9694128	0.3991914	1387.41	CYB561	cytochrome b561
78992	9.74e-04	7.23e-05	0.1356	3.9685109	0.537941	1226.48	YIPF2	Yip1 domain family member 2
3161	9.80e-04	7.28e-05	0.2372	3.9670209	0.940898	34.45	HMMR	hyaluronan mediated motility receptor
57589	9.82e-04	7.30e-05	0.0521	-3.9663529	-0.2065726	1655.82	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
3978	9.82e-04	7.30e-05	0.0716	-3.9661554	-0.2841134	1311.2	LIG1	DNA ligase 1
112268219	9.88e-04	7.36e-05	0.076	-3.964385	-0.3014407	241.8	LOC112268219	uncharacterized LOC112268219
54957	9.88e-04	7.36e-05	0.0519	3.9642454	0.2057785	807.23	TXNL4B	thioredoxin like 4B
7745	9.89e-04	7.37e-05	0.077	-3.9638904	-0.3052574	1566.74	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
552900	9.90e-04	7.39e-05	0.0683	3.9633754	0.2708423	433.42	BOLA2	bolA family member 2
1622	9.91e-04	7.40e-05	0.2087	3.9630095	0.8270648	759.63	DBI	diazepam binding inhibitor, acyl-CoA binding protein
3383	9.91e-04	7.40e-05	0.1433	3.9631582	0.5677933	1728.15	ICAM1	intercellular adhesion molecule 1
149013	9.91e-04	7.41e-05	0.0745	-3.962611	-0.295034	1619	NBPF12	NBPF member 12
400685	9.91e-04	7.41e-05	0.1834	-3.9627687	-0.7268282	41.51	LINC01801	long intergenic non-protein coding RNA 1801
29946	9.93e-04	7.43e-05	0.0976	3.9620398	0.3867237	912.55	SERTAD3	SERTA domain containing 3
26292	1.00e-03	7.51e-05	0.0647	3.9595231	0.2562755	651.03	MYCBP	MYC binding protein
283028	1.01e-03	7.54e-05	0.3152	3.9586066	1.2478874	34.83	LOC283028	uncharacterized LOC283028
55287	1.01e-03	7.56e-05	0.2527	3.9580173	1.0001507	264.97	TMEM40	transmembrane protein 40
7182	1.01e-03	7.57e-05	0.0555	-3.9577351	-0.2194706	2608.38	NR2C2	nuclear receptor subfamily 2 group C member 2
9459	1.01e-03	7.56e-05	0.0454	-3.9578984	-0.1797032	5561.57	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
57555	1.01e-03	7.61e-05	0.1241	-3.9562611	-0.4911056	172.68	NLGN2	neuroligin 2
10362	1.02e-03	7.68e-05	0.0645	3.9541173	0.2548896	2336.65	HMG20B	high mobility group 20B
4820	1.02e-03	7.70e-05	0.0798	-3.9536638	-0.3156908	6442.25	NKTR	natural killer cell triggering receptor
157680	1.03e-03	7.72e-05	0.0633	-3.9528314	-0.2500306	1827.14	VPS13B	vacuolar protein sorting 13 homolog B
57541	1.03e-03	7.78e-05	0.0517	-3.9511158	-0.2041775	1043.53	ZNF398	zinc finger protein 398
389524	1.03e-03	7.80e-05	0.0589	-3.9505854	-0.2324967	904.43	GTF2IRD2B	GTF2I repeat domain containing 2B
4854	1.03e-03	7.79e-05	0.2482	-3.9506994	-0.9805555	11.27	NOTCH3	notch receptor 3
8797	1.03e-03	7.80e-05	0.0974	-3.9503406	-0.3848413	753.1	TNFRSF10A	TNF receptor superfamily member 10a
84923	1.04e-03	7.83e-05	0.1355	3.9494965	0.5350004	2785.03	FAM104A	family with sequence similarity 104 member A
112935969	1.04e-03	7.84e-05	0.1691	3.9491498	0.6677068	192.26	SCAT8	S-phase cancer associated transcript 8
55507	1.04e-03	7.85e-05	0.2192	3.9488578	0.8655873	28.28	GPRC5D	G protein-coupled receptor class C group 5 member D
705	1.04e-03	7.87e-05	0.0799	3.9484761	0.3154783	311.83	BYSL	bystin like
121256	1.04e-03	7.88e-05	0.2646	-3.947902	-1.0446922	21.73	TMEM132D	transmembrane protein 132D
9556	1.04e-03	7.92e-05	0.1959	3.9469386	0.7733385	672.51	ATP5MJ	ATP synthase membrane subunit j
4248	1.05e-03	7.93e-05	0.1686	3.9463812	0.6653497	257.05	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
81793	1.05e-03	7.97e-05	0.1457	-3.94542	-0.5746628	800.65	TLR10	toll like receptor 10
9834	1.05e-03	7.99e-05	0.1818	-3.9447892	-0.71714	806.5	FAM30A	family with sequence similarity 30 member A
79758	1.06e-03	8.05e-05	0.1489	3.9429089	0.586997	1206.08	DHRS12	dehydrogenase/reductase 12
6633	1.06e-03	8.05e-05	0.1662	3.9430343	0.6553778	1689.12	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
201191	1.06e-03	8.07e-05	0.2218	3.9424065	0.8744631	328.74	SAMD14	sterile alpha motif domain containing 14
101929469	1.06e-03	8.08e-05	0.1187	-3.9421394	-0.4678617	206.3	TEX52	testis expressed 52
143244	1.06e-03	8.11e-05	0.0737	3.9410875	0.2906052	183.72	EIF5AL1	eukaryotic translation initiation factor 5A like 1
6423	1.07e-03	8.14e-05	0.4389	3.9402697	1.7293863	109.18	SFRP2	secreted frizzled related protein 2
10471	1.07e-03	8.16e-05	0.0802	3.9396016	0.3157644	714.21	PFDN6	prefoldin subunit 6
9559	1.07e-03	8.19e-05	0.0478	3.938786	0.1881384	1609.29	VPS26A	VPS26 retromer complex component A
